from,amount,to
15,$512.89,151

370,$587.00,330

192,"$3,173.01",465

370,"$2,399.38",500

446,"$2,256.63",234

441,"$1,926.61",359

206,$232.66,448

136,"$1,266.79",187

323,$358.16,290

158,$828.41,195

378,"$2,524.77",255

377,$664.88,442

127,$352.68,248

333,"$2,209.42",41

408,$151.21,34

267,$487.06,147

257,$672.13,168

162,"$1,603.60",330

330,"$1,203.00",167

415,"$1,613.14",39

67,$316.43,119

213,"$4,332.24",313

303,"$1,564.32",35

462,$285.93,499

353,"$1,100.74",184

305,$166.84,242

115,$114.83,284

185,"$2,567.01",240

267,$552.33,169

88,$286.55,151

298,"$2,988.50",374

351,"$1,166.54",332

134,"$1,289.71",215

301,$565.26,282

430,$842.71,467

26,$538.03,234

297,"$2,589.02",443

449,$145.39,24

97,"$1,284.63",273

254,$436.78,278

384,"$3,370.24",97

478,$807.60,171

178,$615.19,135

366,$185.64,380

42,"$2,386.34",384

5,$451.14,499

427,$671.35,76

311,"$1,204.49",65

73,$213.42,111

83,$393.63,311

274,$552.65,108

3,"$2,868.10",368

162,$337.78,403

238,$827.92,111

330,"$1,269.28",61

295,$374.17,464

337,$578.85,258

405,"$3,421.61",233

208,"$1,660.93",487

162,"$1,567.86",335

22,$958.67,60

270,$842.69,329

51,"$1,876.48",276

216,"$1,122.82",110

223,"$2,729.53",481

58,"$3,832.34",366

482,$197.70,95

294,$640.05,7

150,$315.16,74

82,"$13,921.61",480

155,"$4,347.52",260

412,"$3,184.96",141

310,"$1,456.87",205

317,"$2,222.85",198

413,"$2,557.21",18

157,"$1,169.90",52

443,$644.96,249

366,"$2,300.26",144

225,$223.43,303

218,"$1,046.74",76

160,"$7,803.95",126

102,$667.48,30

80,"$1,020.36",485

84,$439.15,48

187,"$8,712.07",7

35,$516.59,463

271,$609.85,175

47,"$1,233.77",205

58,$450.09,112

114,"$16,098.98",300

349,"$1,031.29",449

59,"$2,142.30",53

361,"$1,037.73",106

397,"$4,181.88",341

494,$562.08,262

223,$182.54,340

448,$578.10,259

319,"$1,788.14",226

417,"$1,576.97",31

32,"$9,284.65",116

468,"$1,122.92",425

134,$76.06,258

304,$937.18,46

90,$917.13,142

326,"$2,748.42",100

387,$259.67,461

56,$392.09,383

499,$169.65,159

251,$581.11,489

443,$441.42,123

175,"$1,439.78",449

491,$538.52,130

214,"$1,744.34",437

285,"$2,179.32",392

18,$197.36,289

291,$967.52,117

376,"$2,978.28",45

460,"$4,227.80",211

413,"$1,038.95",425

135,$709.04,39

104,$639.96,302

282,$387.39,137

426,"$1,515.05",393

11,"$2,425.06",295

111,"$2,709.04",268

288,$787.30,304

202,"$1,353.00",139

220,"$1,112.29",268

381,$880.07,77

299,"$2,521.98",15

79,"$1,799.46",471

424,$315.37,162

233,$855.90,144

164,$628.73,82

410,$497.99,45

274,$711.83,86

288,$133.39,259

233,$179.11,370

115,$455.25,156

387,$573.11,201

184,$283.83,72

114,$490.84,471

3,$563.73,161

404,$518.20,44

1,"$12,121.46",102

316,"$1,463.05",18

196,$355.27,318

207,"$1,706.52",88

496,$112.36,472

69,"$1,622.74",98

212,$615.01,27

342,$419.67,75

380,$260.75,76

152,"$3,004.23",153

260,$292.79,431

256,$238.64,480

152,"$2,513.99",194

231,$439.23,410

66,"$4,982.54",383

386,$763.04,405

172,"$1,306.86",168

415,"$1,136.71",14

445,$334.89,60

375,"$1,000.80",213

455,"$6,668.82",294

337,$653.05,459

185,"$12,124.89",226

36,"$3,277.31",30

143,"$1,421.21",340

157,"$1,054.33",234

160,$179.74,394

397,$209.50,245

239,$86.50,443

350,"$2,158.47",292

41,$533.04,87

397,$296.65,352

29,"$8,274.00",409

232,$593.05,426

469,"$5,239.82",311

325,"$1,366.92",293

106,$71.67,191

35,"$1,370.09",441

161,$448.53,281

496,$393.80,449

448,"$3,678.16",432

352,"$8,550.83",246

346,"$2,128.96",206

41,"$1,664.96",319

332,$609.81,376

473,"$1,580.95",211

31,"$5,458.55",160

328,"$1,794.73",368

205,$669.94,181

124,"$1,037.82",160

235,"$1,432.00",284

33,"$3,201.57",382

132,$161.61,130

340,"$1,891.05",72

478,$931.94,451

490,$249.03,277

311,"$1,161.95",351

101,"$1,487.47",170

365,$211.63,336

194,"$3,133.88",63

305,$294.20,137

462,$789.54,81

455,"$1,008.77",40

227,"$1,618.10",142

46,$457.46,478

381,"$3,020.08",275

64,$750.63,166

286,$427.66,102

146,"$1,775.68",456

46,$104.98,116

183,"$5,432.58",267

205,$984.53,411

150,"$7,709.80",347

237,"$5,467.79",270

270,$765.17,144

386,"$1,037.10",230

82,$354.40,337

267,"$3,195.77",484

340,"$1,355.83",238

459,"$1,731.28",481

118,$200.05,208

213,"$3,517.10",321

292,"$3,628.40",386

237,"$5,963.34",417

458,$800.41,206

106,"$2,328.10",463

52,$552.02,47

250,$168.14,388

428,$775.85,26

172,$184.21,161

491,$310.54,24

76,$270.40,177

346,"$1,026.08",474

64,"$1,466.90",321

431,"$3,048.82",469

450,$206.71,267

275,$750.77,341

156,"$1,695.05",389

455,"$2,795.16",17

295,"$2,573.99",223

134,$784.26,327

190,"$1,236.18",443

57,"$4,266.96",249

14,"$3,748.57",47

241,"$2,864.40",101

454,"$1,043.07",81

110,"$3,566.11",355

331,"$2,100.95",159

360,"$1,662.70",442

49,$458.38,207

87,"$4,902.03",223

200,"$1,252.11",193

161,$900.00,58

139,"$1,848.00",15

376,"$2,387.49",116

457,$487.66,319

239,$387.57,280

111,$733.84,39

74,$726.09,132

311,$222.96,60

225,$235.34,391

425,"$1,789.45",221

279,"$1,138.86",380

308,"$1,255.13",126

189,$513.97,41

48,$891.73,258

377,$543.04,13

145,"$2,579.65",266

242,$315.46,59

176,"$1,976.76",296

181,"$11,073.04",290

68,$108.48,95

138,$236.22,134

442,$344.43,144

227,$499.67,498

396,$962.81,500

317,$784.11,467

42,"$1,139.51",459

486,$760.42,368

47,$503.20,9

393,"$2,303.73",198

404,"$1,426.05",103

230,"$2,387.75",151

248,"$1,359.40",435

23,$149.44,486

99,"$2,209.78",140

302,$205.22,237

49,"$1,352.19",126

154,"$1,505.09",316

63,$431.80,435

399,$954.06,64

281,"$2,489.16",422

244,$348.13,170

215,"$1,741.17",144

377,"$1,218.64",399

111,$815.80,200

341,$828.74,331

103,"$1,160.69",483

298,"$1,655.82",461

435,"$2,205.94",250

116,$581.34,500

136,$353.91,259

326,$227.82,464

410,"$1,096.42",427

73,$578.09,131

382,"$5,351.93",149

426,"$4,121.08",174

487,$279.78,27

326,$362.05,65

409,"$2,389.14",246

442,"$1,416.96",92

301,$497.20,295

82,$927.57,206

61,$499.79,164

44,$618.77,420

91,"$2,239.66",281

97,$846.44,422

61,"$2,021.20",277

310,"$15,145.63",178

342,$797.93,452

380,"$1,020.38",399

176,"$2,346.19",337

316,$388.50,370

482,$750.13,373

176,"$3,539.06",331

341,"$2,815.27",297

297,$221.37,38

456,$942.50,202

160,"$1,277.74",422

95,$907.61,469

42,$398.77,259

24,$835.13,171

215,$266.75,75

418,"$1,035.15",212

305,"$8,143.28",374

401,"$2,818.96",171

286,$491.50,53

231,"$2,090.07",429

231,"$3,559.31",9

415,"$3,771.45",332

2,"$1,522.89",264

452,"$1,579.70",253

219,$702.83,121

271,"$1,132.09",171

185,"$1,393.14",292

25,$303.89,316

369,"$2,220.43",416

376,$822.76,133

55,"$1,817.39",488

289,"$14,853.92",383

93,"$4,545.39",423

327,$969.39,484

195,"$2,821.46",171

60,$197.87,330

67,"$1,077.11",408

258,$461.70,92

432,"$6,386.08",247

193,"$4,707.28",67

68,$465.85,302

325,"$3,633.19",112

427,"$1,162.28",434

35,"$1,978.40",291

384,"$1,617.61",353

445,"$1,583.49",275

111,$470.25,417

346,"$1,584.29",471

24,$675.59,212

100,$652.58,313

94,$370.83,354

97,$728.97,70

235,"$1,174.36",263

90,$567.10,356

237,$153.27,304

16,$686.17,445

6,$458.56,244

20,"$1,983.45",200

265,"$1,786.99",17

281,"$1,410.86",285

143,$845.50,6

288,$552.91,88

310,"$1,517.06",205

133,$480.51,180

272,"$1,276.23",256

28,$205.15,178

486,"$2,782.21",272

300,$350.26,98

433,"$1,557.18",472

62,"$1,351.99",38

178,$279.82,323

67,"$1,318.86",91

275,"$2,215.15",208

205,"$2,063.87",358

287,"$1,556.59",181

321,"$5,644.29",239

384,$709.40,245

324,"$3,445.27",295

216,$517.59,333

181,$164.50,446

106,$585.05,58

442,$567.75,156

188,$896.37,500

285,"$1,868.24",340

144,"$2,371.75",15

346,"$1,779.68",311

55,"$2,062.35",471

101,$208.97,262

353,$833.67,468

126,$424.68,116

205,$524.68,22

405,"$1,748.23",277

132,"$2,182.20",488

457,"$1,098.82",2

378,"$3,202.81",358

119,$253.17,447

139,"$1,453.04",81

69,"$3,464.11",315

264,"$1,688.61",374

32,"$3,572.13",367

391,"$2,082.01",485

297,"$10,693.76",83

262,"$2,109.85",82

236,$797.67,474

73,"$4,208.45",276

85,"$9,345.01",106

292,$726.64,142

194,$864.37,255

170,"$1,349.91",303

168,"$3,100.85",245

165,"$5,151.31",450

428,"$1,838.70",114

206,"$3,769.87",88

113,$407.46,195

322,$889.27,500

181,"$3,073.20",162

24,$150.53,470

406,"$2,429.12",359

399,$663.01,429

134,"$5,615.01",318

417,$518.65,423

315,"$1,068.21",285

273,"$1,571.20",230

197,"$1,116.78",51

413,"$1,157.55",288

384,"$5,857.68",457

160,"$1,465.11",497

405,$293.36,291

78,"$2,736.01",353

297,"$1,756.15",287

68,"$1,124.84",109

358,$282.85,167

222,$430.64,60

240,"$1,250.52",90

130,$783.66,92

199,$610.90,163

407,$167.81,204

264,"$6,253.84",151

115,"$1,021.07",110

472,"$4,189.95",312

497,"$2,103.71",261

375,$859.87,198

74,$473.34,138

118,"$6,250.48",199

474,"$6,280.29",215

79,"$2,341.80",443

49,"$1,815.40",383

361,$428.14,338

399,"$1,533.19",328

87,$910.85,86

275,$68.46,248

260,"$2,287.78",196

336,"$6,875.81",163

73,$270.06,9

400,"$3,321.97",347

439,$221.76,414

340,$674.03,30

1,$200.28,175

305,$100.42,424

458,"$4,969.14",31

161,$660.30,273

178,"$1,227.33",396

448,"$2,126.32",438

282,$821.15,227

64,"$3,298.19",104

275,"$1,613.19",41

31,"$1,434.45",436

445,$979.47,156

304,"$1,728.27",88

260,"$4,294.35",272

206,"$2,034.82",59

420,"$2,476.90",299

470,$798.81,413

445,"$1,388.76",355

338,$829.56,72

443,"$1,297.19",13

379,$882.55,483

279,"$1,849.63",97

497,$936.08,264

494,$265.81,326

224,"$3,462.67",277

54,$534.11,69

123,$738.24,272

380,$473.62,9

257,"$2,997.38",175

111,$708.72,155

200,$721.97,229

62,$524.54,190

317,"$2,783.41",368

385,$661.45,18

271,"$1,563.54",185

373,$212.47,322

156,$489.31,280

401,"$1,756.11",200

78,$497.41,378

228,"$2,028.12",409

214,"$1,831.48",195

279,$187.27,69

39,$538.28,371

118,$924.02,258

475,$960.17,82

226,"$1,979.66",423

104,"$6,873.55",296

496,"$2,484.48",241

23,$647.95,70

204,$726.76,174

157,$431.02,33

497,$87.25,442

98,"$1,171.23",59

437,"$4,034.74",188

32,$188.54,92

54,$881.12,426

149,"$1,839.84",185

440,"$1,062.96",269

275,"$1,010.62",449

330,"$3,476.91",479

141,$991.97,46

220,$350.52,130

297,$885.67,252

129,$291.77,62

338,"$1,122.26",244

145,"$8,166.63",466

137,"$2,430.41",482

305,$363.35,161

373,$263.27,261

467,$424.03,434

300,$212.99,474

233,$750.06,36

380,$226.77,237

268,"$3,791.75",110

133,$221.38,347

6,$420.50,341

118,$408.50,51

332,$355.04,10

177,"$1,222.72",464

249,$600.86,326

119,$935.28,415

337,"$1,101.76",169

288,"$1,796.12",374

332,"$3,362.11",492

420,"$1,720.25",211

39,$70.98,206

129,$377.50,491

332,"$1,125.62",478

229,"$3,481.84",209

452,$322.44,256

409,$717.43,499

321,$690.41,429

347,"$3,468.86",226

135,"$3,204.29",223

252,"$7,026.17",274

274,"$1,369.42",387

449,"$6,605.98",211

456,"$1,407.55",343

137,$556.74,411

152,$942.34,18

379,$540.26,322

262,"$11,174.67",70

337,"$1,196.86",268

300,$552.54,146

102,"$1,794.99",45

272,$601.31,343

30,$258.84,449

421,"$1,106.90",37

170,$667.53,32

335,$910.03,444

3,$667.79,133

193,"$1,135.36",132

229,$190.40,119

276,$907.74,265

391,$662.28,421

478,"$2,793.25",175

188,$551.06,56

3,$309.84,97

388,$136.10,495

47,"$1,225.07",373

125,"$1,679.69",199

473,$661.42,101

475,"$2,071.57",241

85,"$1,394.28",369

18,"$2,208.70",401

93,"$6,579.36",346

112,"$1,223.75",393

338,$401.59,17

93,"$2,733.53",376

234,"$4,737.69",229

101,"$4,173.97",387

488,$307.64,263

76,$253.49,369

117,"$1,090.79",185

146,"$2,160.49",402

390,"$2,543.44",106

358,"$1,992.01",373

187,"$2,625.23",477

365,$902.68,470

165,"$11,847.62",22

345,$713.00,450

276,"$1,076.21",250

474,"$3,303.98",466

284,$351.32,73

438,$924.30,225

27,$80.83,224

318,"$2,499.46",436

296,"$1,414.69",376

267,"$2,006.32",65

246,"$1,100.14",100

414,$792.50,9

491,"$5,541.08",335

322,$317.42,430

138,$439.60,473

379,"$2,054.60",495

162,"$1,030.28",499

393,"$1,060.08",187

45,"$5,088.68",315

406,"$1,371.02",143

93,$224.93,461

385,"$1,039.20",490

476,$84.25,52

105,"$4,390.67",176

215,"$2,124.77",428

240,"$1,902.72",399

270,"$1,160.53",220

81,"$1,516.87",474

346,$864.18,489

360,$231.85,198

30,"$1,077.12",464

312,"$8,698.87",126

90,"$1,154.42",430

44,"$1,049.03",254

239,$203.02,266

349,$207.19,218

213,$70.24,158

31,"$1,247.07",110

194,"$1,161.42",28

324,$409.91,357

396,$553.39,128

340,"$2,054.93",284

27,$418.51,197

481,$570.19,64

393,"$2,781.73",398

256,"$10,233.42",66

357,$427.62,167

111,"$1,087.77",157

483,$336.02,17

138,"$3,878.62",209

213,$735.65,184

2,$436.66,302

77,$216.70,349

232,"$3,113.30",146

300,$914.75,123

377,"$1,702.69",440

456,"$2,214.02",342

284,"$3,790.49",120

196,"$1,836.40",101

270,"$1,295.50",240

308,"$3,218.94",5

203,"$1,999.92",293

265,$504.78,446

412,$525.87,330

160,"$1,382.90",22

381,"$2,882.41",496

275,"$1,755.23",284

258,$209.42,36

323,$193.09,122

40,"$1,194.95",123

288,"$2,237.10",254

344,$795.22,363

110,"$3,176.02",373

381,"$1,286.09",428

383,"$3,337.13",453

282,$582.75,80

477,"$5,715.29",464

398,"$2,259.03",145

212,$403.65,337

399,$123.15,308

121,$640.14,12

497,$483.52,199

96,"$2,874.46",205

141,$387.35,475

384,$373.66,143

225,$503.05,271

182,$241.65,304

54,"$1,109.70",419

307,"$1,920.33",194

59,"$5,907.55",221

64,"$1,721.97",432

114,"$5,877.05",237

297,$70.53,449

271,$775.90,210

161,"$1,103.32",96

265,$445.35,291

386,"$2,203.08",191

56,$137.96,63

233,$886.08,207

92,$478.02,476

227,$390.90,290

261,$372.18,250

396,$218.89,10

61,$295.34,220

232,"$5,152.32",358

50,$803.23,189

357,$444.75,237

215,"$14,257.67",244

53,$546.57,362

163,$542.68,106

361,$248.74,499

186,$891.44,400

62,$770.83,465

18,"$3,911.45",203

98,$953.13,443

355,"$1,470.07",328

71,"$1,981.31",399

240,"$1,100.38",480

278,"$1,352.75",122

464,$444.40,309

390,"$1,540.20",170

466,"$1,889.00",378

258,"$2,248.03",273

428,$538.91,255

155,$412.34,230

363,"$6,075.42",272

390,"$3,618.36",136

109,$939.01,446

262,$501.01,250

398,"$3,429.16",103

12,"$2,797.23",478

388,"$1,523.77",376

321,"$1,179.18",345

26,$778.69,190

159,$746.17,438

445,"$1,869.76",41

66,$218.23,93

238,"$1,844.17",300

75,$374.65,363

444,"$1,229.45",287

457,"$2,066.92",330

460,$297.24,221

67,$115.81,375

497,$834.60,176

138,"$11,099.19",446

156,"$1,370.53",364

96,$569.65,409

381,"$1,377.58",482

102,$826.64,182

478,"$10,605.56",405

118,"$1,079.88",278

479,"$1,782.61",441

102,$554.82,127

101,"$1,273.95",474

411,"$7,257.26",274

312,$542.00,390

496,"$3,975.98",350

17,$183.57,170

32,$629.07,12

335,"$3,541.51",323

119,"$1,376.16",211

478,"$2,531.67",69

238,"$1,161.21",190

306,"$1,421.89",460

256,"$1,367.61",451

463,"$2,948.42",351

315,"$2,385.59",11

180,$551.33,248

117,$670.64,444

284,$720.72,118

158,$327.65,466

212,$137.70,258

252,$349.53,179

139,$816.43,451

262,"$3,099.77",357

311,$430.43,135

258,"$1,599.70",335

92,"$1,061.80",133

491,"$3,588.63",202

250,"$8,836.71",121

129,"$1,016.06",292

393,"$1,786.08",337

74,$459.28,68

122,"$1,565.40",434

395,"$1,049.97",183

264,$476.45,289

389,$914.37,42

299,"$2,418.73",32

495,"$1,495.93",313

455,"$10,403.17",184

250,"$14,885.05",455

96,"$6,581.34",119

240,$577.94,489

125,$611.01,250

159,"$3,503.57",56

365,$441.43,282

493,"$1,554.55",261

145,"$10,090.04",439

42,"$6,073.62",60

412,"$2,692.82",111

150,$292.78,262

262,$994.41,132

148,"$1,141.79",72

326,"$10,073.15",436

105,"$2,638.37",76

424,$852.52,125

103,"$5,047.07",144

228,$587.86,112

412,$686.14,468

256,$803.28,498

226,$652.64,457

119,$817.54,105

381,$665.90,315

320,"$2,419.86",486

272,"$1,421.45",405

164,$324.63,257

176,$551.31,421

269,"$1,137.72",390

208,"$1,921.37",485

120,$449.15,63

368,"$1,797.81",120

80,"$5,320.25",296

347,$582.76,184

56,$676.15,348

129,$824.31,54

194,$491.51,169

16,"$1,206.72",156

332,$172.22,68

483,$861.01,214

420,$599.27,355

176,"$1,069.92",255

169,$122.21,488

250,$317.96,392

130,"$2,341.04",219

413,$512.49,250

216,"$1,232.63",158

84,$253.27,331

284,"$1,032.63",108

91,$568.41,12

1,$160.20,35

96,$921.26,298

291,"$1,044.82",490

222,$862.52,490

460,$331.02,160

374,"$1,124.95",194

262,"$2,674.19",433

482,$517.87,142

269,$387.56,492

166,$902.92,419

494,$594.20,243

22,"$1,736.02",111

128,"$2,256.42",130

485,"$1,632.28",48

324,"$3,248.49",239

225,"$4,373.10",389

381,$602.63,398

24,"$1,049.18",9

186,$889.31,3

46,$161.67,88

410,$778.31,352

155,$408.95,406

290,"$1,194.12",248

11,"$2,006.25",109

483,$218.21,82

101,$454.07,92

182,"$1,133.46",159

424,$477.44,62

314,"$3,234.01",243

3,"$2,102.62",200

338,$476.22,114

56,"$1,625.35",402

123,$405.96,225

47,"$1,317.13",483

83,$645.72,57

385,$718.21,118

165,$300.91,439

101,$440.40,105

167,"$3,349.03",87

217,$309.53,431

460,$712.94,313

344,$727.36,14

299,"$1,624.10",138

133,"$1,243.11",188

394,"$1,319.19",477

301,$498.97,366

119,$500.94,74

445,"$2,990.44",127

386,"$1,557.60",470

265,$337.07,200

53,$75.67,324

342,"$2,247.56",496

203,$475.17,160

397,$684.33,390

178,"$16,516.98",208

243,$867.88,180

71,"$2,332.14",55

336,"$1,004.16",65

5,"$6,062.30",5

411,"$1,092.51",241

187,$145.53,272

409,$934.74,51

458,"$1,560.15",412

369,"$1,339.66",433

113,$650.93,318

318,"$3,901.93",400

483,"$1,649.67",150

291,$515.32,138

200,"$3,418.76",378

464,"$3,540.21",25

157,$657.74,337

257,$845.01,164

209,"$1,010.21",486

26,$482.29,141

262,$494.72,35

419,"$4,208.99",436

481,$791.81,52

75,$834.77,137

280,"$1,423.17",488

160,"$1,106.18",153

262,$508.03,147

20,"$1,523.37",175

237,$690.69,323

80,$672.05,262

74,"$4,441.62",316

125,"$2,135.16",176

280,"$1,955.93",195

338,$995.36,84

288,"$11,882.66",323

168,$162.40,182

188,"$18,706.57",390

270,"$1,284.71",176

198,"$1,327.39",290

132,"$4,409.00",420

95,"$1,514.03",418

125,$954.42,113

453,$709.67,436

176,$615.96,493

28,"$1,961.69",456

205,"$2,507.12",44

242,$624.49,476

404,$594.26,26

80,"$1,510.97",190

473,"$1,358.14",72

20,$874.89,302

479,"$5,344.06",442

86,"$7,147.74",492

473,$291.74,60

300,"$3,154.96",200

192,$269.06,297

136,"$1,234.30",373

103,"$4,625.43",267

260,$719.92,26

250,"$1,938.85",74

143,$201.28,109

256,"$2,153.09",160

112,"$1,955.63",445

342,$901.22,232

300,$674.63,393

101,$333.63,397

56,$594.20,486

306,$155.00,52

409,$765.53,37

118,"$3,592.24",427

204,"$4,205.36",292

427,$797.65,386

321,$157.85,412

230,$625.13,150

345,"$1,102.57",488

53,"$1,221.36",228

83,"$14,147.02",480

208,$294.03,456

354,$395.28,273

72,$611.28,127

475,$239.74,262

368,$647.60,214

300,$713.56,488

342,"$2,262.85",31

316,"$1,091.72",279

30,$216.73,375

325,"$4,668.72",246

226,"$1,325.16",324

274,$516.93,361

317,"$1,153.37",374

248,"$3,002.83",459

273,$388.18,142

7,$546.38,106

431,"$1,206.49",149

355,"$1,026.10",133

66,"$1,355.39",325

180,"$1,963.88",215

259,$965.25,158

428,$714.15,222

365,$985.62,261

207,"$9,745.50",369

453,$934.45,189

307,$816.93,364

166,"$9,198.40",299

465,$356.82,273

67,"$5,070.15",331

335,$605.07,349

80,$798.30,38

349,"$1,840.53",290

475,$745.72,101

163,"$1,320.31",80

246,$781.26,50

61,$443.66,29

10,"$2,295.33",433

182,$384.71,339

286,$388.97,433

219,$357.71,225

306,$521.45,389

71,$675.23,206

336,"$2,007.36",290

457,"$1,641.79",134

259,"$1,804.51",34

41,"$6,620.84",304

65,$408.51,335

363,$323.48,485

418,$758.34,13

293,$680.75,324

125,"$2,708.23",363

317,"$1,206.08",479

220,"$1,756.30",359

91,"$1,575.12",251

77,"$6,854.58",70

21,$683.39,57

98,$238.50,403

289,"$1,175.40",163

330,$972.69,329

418,$567.57,232

305,$671.23,499

395,"$1,246.19",331

400,$533.82,78

176,"$3,849.52",341

479,"$3,101.08",374

225,"$2,460.52",144

163,$363.07,238

60,$524.22,143

480,"$2,400.41",242

316,$631.65,86

293,"$2,011.84",412

160,$311.07,336

19,$519.58,316

314,$928.78,419

37,"$1,232.32",419

233,$215.69,414

182,$485.43,182

211,$280.11,196

91,"$5,122.64",174

255,$543.85,180

355,"$1,204.99",58

150,$755.44,110

195,"$1,019.01",378

71,$346.77,154

367,$479.71,441

419,"$1,901.54",446

8,$649.03,165

66,"$2,835.65",181

22,$209.94,227

67,$683.05,96

177,$227.82,345

21,$850.91,239

267,"$1,741.91",289

467,"$11,121.68",138

15,$301.62,58

239,"$2,379.52",267

316,"$4,928.50",26

132,"$1,477.08",247

87,$972.99,417

222,"$1,276.29",314

476,$707.99,21

56,$107.03,224

391,$225.52,101

190,"$2,287.79",151

285,$377.07,158

366,$136.47,42

124,"$1,491.30",99

486,$544.24,312

42,"$1,230.52",495

100,$231.76,455

433,$487.67,148

236,$461.10,173

241,$809.93,335

407,"$3,076.91",114

357,$444.85,465

430,"$2,310.27",238

270,$467.49,303

476,$659.54,353

270,"$4,822.35",213

252,$860.07,416

343,"$4,104.69",217

86,$136.65,206

58,"$1,783.53",134

24,$861.63,445

448,"$1,870.36",237

29,"$1,952.54",127

266,"$1,535.65",414

454,$962.76,90

128,"$1,068.07",356

246,"$3,071.51",75

409,"$5,348.52",190

283,$573.83,401

71,$430.28,45

248,$699.45,72

487,"$4,938.45",206

299,$948.62,301

315,"$1,048.05",436

421,$304.12,217

254,"$1,794.06",326

416,$598.36,103

289,"$1,566.10",160

453,$915.40,231

482,$353.00,245

434,$200.76,134

100,$277.56,319

374,$660.82,117

390,"$3,017.42",324

164,$448.16,161

316,"$3,726.63",392

284,"$1,051.05",343

375,"$1,402.64",58

487,$319.37,151

54,"$3,457.40",26

157,$548.06,395

95,"$2,088.75",339

464,$857.97,88

154,"$2,638.85",466

216,"$3,081.44",397

332,"$2,993.63",49

70,$926.43,200

400,"$4,924.76",67

290,"$1,327.25",200

227,"$1,163.27",259

41,"$1,175.42",180

480,"$1,467.83",111

269,$223.92,379

206,$721.58,107

280,"$4,918.08",326

186,"$1,769.31",33

322,"$1,383.15",86

108,$861.26,5

122,$439.86,166

269,$132.08,20

403,$966.43,103

22,"$1,267.34",340

361,$123.99,500

455,$843.44,169

398,"$1,674.43",420

10,$996.51,195

453,$943.88,154

134,"$1,375.73",364

336,$620.44,371

291,$916.96,316

353,"$3,798.13",364

213,"$10,186.46",223

402,$858.29,196

474,$605.04,79

386,$892.14,77

123,"$1,979.34",310

432,"$1,302.82",475

47,$460.39,173

383,"$1,267.26",204

394,$221.76,168

358,$624.89,495

379,$330.16,128

42,"$1,147.20",371

260,"$6,729.23",310

125,"$2,177.13",150

476,$438.28,348

410,"$1,852.31",27

336,$332.30,395

186,$570.58,161

6,$463.19,316

215,"$1,159.89",424

423,"$2,159.60",65

496,"$2,104.41",129

237,$490.86,200

138,"$3,046.70",21

163,$430.11,213

144,$861.95,281

214,$190.66,7

408,"$1,420.77",316

268,"$4,416.40",477

144,"$1,526.98",79

120,"$1,234.72",415

331,$922.57,317

217,"$1,759.12",299
